StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Prolific ID,HR_AI_no_no_no,HR_AI_yes_yes_yes,HR_AI_no_yes_yes,HR_AI_yes_no_yes,HR_AI_yes_yes_no,HR_AI_no_no_yes,HR_AI_no_yes_no,HR_AI_yes_no_no,HR_AI_none,HR_Human_no_no_no,HR_Human_yes_yes_yes,HR_Human_no_yes_yes,HR_Human_yes_no_yes,HR_Human_no_no_yes,HR_Human_yes_yes_no,HR_Human_no_yes_no,HR_Human_yes_no_no,HR_Human_none,Med_AI_no_no_no,Med_AI_yes_yes_yes,Med_AI_no_yes_yes,Med_AI_yes_no_yes,Med_AI_yes_yes_no,Med_AI_no_no_yes,Med_AI_no_yes_no,Med_AI_yes_no_no,Med_AI_none,Med_Human_no_no_no,Med_Human_yes_yes_ye,Med_Human_no_yes_yes,Med_Human_yes_no_yes,Med_Human_yes_yes_no,Med_Human_no_no_yes,Med_Human_no_yes_no,Med_Human_yes_no_no,Med_Human_none,Effort_1,Time of preparation_1,Originality and nove_1,Originality and nove_2,Originality and nove_3,Originality and nove_4,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Transparency_1,Transparency_2,Transparency_3,Transparency_4,Reliability_1,Reliability_2,Reliability_3,Reliability_4,Q19,Q20,Q20_4_TEXT,Q21,Q21_8_TEXT,Q22,Q23,Q24,Q25,AnalystName,ReportType,FL_3_DO,FL_5_DO
2025-08-20 14:04:08,2025-08-20 14:14:23,IP Address,100,614,True,2025-08-20 14:14:23,R_7oSI5ASCmplsKbH,anonymous,EN,0.6000000238418579,5ec62902bb44c16b842128f9,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,5,5,2,6,4=Neutral,6,7=Strongly agree,3,5,6,2,6,1=Strongly Disagree,7=Strongly agree,5,2,6,1987,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,HR,FL_43,FL_74
2025-08-20 13:54:12,2025-08-20 14:15:14,IP Address,100,1262,True,2025-08-20 14:15:15,R_2oLnbXs3lgpn4c1,anonymous,EN,0.800000011920929,5eb2cd389686d8067b6b090f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,6,6,7=Strongly agree,5,4=Neutral,5,3,6,4=Neutral,2,6,3,4=Neutral,3,5,3,4=Neutral,5,1995,Female / Woman,,Black or African American,,"Management, Business, or Financial","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_118
2025-08-20 14:13:22,2025-08-20 14:15:32,IP Address,100,130,True,2025-08-20 14:15:32,R_6e2lEGuV3hvw2D7,anonymous,EN,0.8999999761581421,67e833d0a47818224c709516,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,5,4=Neutral,5,6,2,2,6,2,6,1=Strongly Disagree,6,1=Strongly Disagree,5,2,1973,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a week,Sarah Brown,HR,FL_45,FL_98
2025-08-20 14:09:18,2025-08-20 14:16:42,IP Address,100,443,True,2025-08-20 14:16:42,R_2pnkmFc7Gw09C0B,anonymous,EN,1,5ec1250ae718fe3ed494c474,,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,3,4=Neutral,4=Neutral,3,3,3,3,4=Neutral,4=Neutral,4=Neutral,3,5,5,6,4=Neutral,4=Neutral,4=Neutral,1986,Female / Woman,,White / Caucasian,,"Management, Business, or Financial","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,HR,FL_44,FL_90
2025-08-20 14:04:31,2025-08-20 14:18:25,IP Address,100,833,True,2025-08-20 14:18:25,R_8BQsr2XjcTb3tqi,anonymous,EN,1,63ea53ecf4c312f153c66c83,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,5,4=Average amount of time,2,2,6,7=Strongly agree,6,3,2,3,6,3,2,3,6,2,5,2,1984,Male / Man,,"Hispanic or Latino,White / Caucasian",,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a week,Sarah Brown,HR,FL_45,FL_18
2025-08-20 14:04:10,2025-08-20 14:19:26,IP Address,100,916,True,2025-08-20 14:19:27,R_7dZvkdIGMyDuAlb,anonymous,EN,1,668a08bcc623b9b9500b85c8,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,7=Extreme amount of effort,4=Average amount of time,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,7=Strongly agree,7=Strongly agree,7=Strongly agree,1=Strongly Disagree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,4=Neutral,1=Strongly Disagree,2001,Female / Woman,,Black or African American,,"Management, Business, or Financial","$150,000 or more",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,J.M. Wright,Med,FL_43,FL_106
2025-08-20 14:03:56,2025-08-20 14:21:01,IP Address,100,1024,True,2025-08-20 14:21:01,R_3sr28IyFPTtg1AB,anonymous,EN,0.800000011920929,645bb86a975c3b3594fd0a4a,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1=Very little time,2,2,6,6,4=Neutral,4=Neutral,7=Strongly agree,6,1=Strongly Disagree,4=Neutral,2,6,2,6,3,4=Neutral,1965,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Sarah Brown,HR,FL_45,FL_78
2025-08-20 14:20:04,2025-08-20 14:22:19,IP Address,100,134,True,2025-08-20 14:22:20,R_5q8O1ApTOwKaHWc,anonymous,EN,1,67cd09a88d22979940cb4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,3,4=Average amount of time,5,3,4=Neutral,4=Neutral,3,3,5,4=Neutral,2,5,3,6,3,5,3,5,1992,Male / Man,,"Middle Eastern or North African,White / Caucasian",,Sales or related,"$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,J.M. Wright,Med,FL_43,FL_118
2025-08-20 14:24:20,2025-08-20 14:29:50,IP Address,100,330,True,2025-08-20 14:29:50,R_2y6W5hn825jg1wZ,anonymous,EN,0.800000011920929,660d7d551f8fb51d01193e78,,,,,,,,,,,,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,6,7=Strongly agree,6,7=Strongly agree,7=Strongly agree,5,6,3,3,7=Strongly agree,3,5,2,5,4=Neutral,5,3,1985,Male / Man,,White / Caucasian,,Sales or related,"$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,HR,FL_43,FL_19
2025-08-20 14:24:01,2025-08-20 14:30:01,IP Address,100,360,True,2025-08-20 14:30:02,R_2G2NJKqtiAiXVd7,anonymous,EN,1,5d1904fd8b97090001215bdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,6,6,6,5,4=Neutral,3,6,5,1=Strongly Disagree,1=Strongly Disagree,5,4=Neutral,4=Neutral,1=Strongly Disagree,5,4=Neutral,5,1=Strongly Disagree,1968,Female / Woman,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a month,Christopher Davis,Med,FL_44,FL_120
2025-08-20 14:24:30,2025-08-20 14:35:01,IP Address,100,630,True,2025-08-20 14:35:02,R_8r7VhROUbMfGlRK,anonymous,EN,1,671500b20d2459e3859f2273,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,4=Neutral,4=Neutral,4=Neutral,6,4=Neutral,3,4=Neutral,5,4=Neutral,5,5,6,5,4=Neutral,5,1961,Male / Man,,White / Caucasian,,"Production, Transportation, or Skilled Trades",Prefer not to answer,Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,Med,FL_44,FL_21
2025-08-20 14:24:16,2025-08-20 14:41:37,IP Address,100,1041,True,2025-08-20 14:41:38,R_3NZH3oV288WuUoN,anonymous,EN,0.6000000238418579,67dd5e5f7a961e34ff8b116c,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,6,6,1=Strongly Disagree,6,5,5,5,5,3,5,3,5,4=Neutral,5,3,3,5,5,1996,Female / Woman,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Limited: I have some experience but don't invest often.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_108
2025-08-20 14:33:56,2025-08-20 14:43:41,IP Address,100,585,True,2025-08-20 14:43:42,R_81EtlT3yvg78yBw,anonymous,EN,1,66b0829f976a969235a5ca75,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,,5,4=Average amount of time,4=Neutral,3,5,6,5,6,6,2,5,4=Neutral,2,1=Strongly Disagree,5,4=Neutral,5,2,1998,Male / Man,,White / Caucasian,,"Production, Transportation, or Skilled Trades","$50,000 to $74,999",Moderate: I make personal investments from time to time.,Less than once a month,Christopher Davis,Med,FL_44,FL_20
2025-08-20 14:42:54,2025-08-20 14:49:34,IP Address,100,400,True,2025-08-20 14:49:35,R_7HpLX2WfQRCie69,anonymous,EN,1,67bdde603c09c5e652cf5de8,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,2,4=Neutral,6,6,5,6,3,5,3,2,3,5,4=Neutral,2,3,1997,Female / Woman,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,J.M. Wright,HR,FL_43,FL_17
2025-08-20 14:43:11,2025-08-20 14:54:05,IP Address,100,654,True,2025-08-20 14:54:06,R_54w06eHwwTMQW8t,anonymous,EN,1,5e0d61d853e8464f3394f9c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,5,4=Average amount of time,5,2,5,5,4=Neutral,2,4=Neutral,3,5,2,2,2,5,1=Strongly Disagree,6,1=Strongly Disagree,1987,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,J.M. Wright,Med,FL_43,FL_122
2025-08-20 14:52:33,2025-08-20 14:55:06,IP Address,100,152,True,2025-08-20 14:55:06,R_8YL140wlLlwYHmN,anonymous,EN,1,5d78d57c8f579d001518e74f,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,7=Strongly agree,2,4=Neutral,5,5,5,6,6,6,4=Neutral,4=Neutral,2,4=Neutral,5,4=Neutral,4=Neutral,1978,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Limited: I have some experience but don't invest often.,A few times a week,Sarah Brown,HR,FL_45,FL_80
2025-08-20 13:54:01,2025-08-20 14:57:25,IP Address,100,3804,True,2025-08-20 14:57:26,R_8qk59opeXFYxrEP,anonymous,EN,0.699999988079071,6126be8b50ab72b50028f62e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,4=Neutral,3,3,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,4=Neutral,3,4=Neutral,4=Neutral,1993,Male / Man,,Asian,,"Production, Transportation, or Skilled Trades","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,Med,FL_45,FL_124
2025-08-20 15:05:13,2025-08-20 15:07:23,IP Address,100,129,True,2025-08-20 15:07:24,R_7NE3NnvOEhKDghk,anonymous,EN,1,67d55d4f76753e4b01a71ded,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,,3,3,3,4=Neutral,3,5,3,3,5,6,1=Strongly Disagree,6,3,5,3,5,2,6,1983,Male / Man,,Hispanic or Latino,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_100
2025-08-20 15:05:15,2025-08-20 15:07:38,IP Address,100,143,True,2025-08-20 15:07:38,R_55Wq57p3v1JP6Ze,anonymous,EN,1,663fdc16c6f36091d835d282,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,4=Neutral,5,5,5,6,2,2,5,5,5,2,5,3,5,4=Neutral,1992,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,HR,FL_44,FL_96
2025-08-20 15:04:49,2025-08-20 15:08:37,IP Address,100,228,True,2025-08-20 15:08:38,R_1XX141sEVGTmTcd,anonymous,EN,1,67a692bc6cb5578e397df372,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,2,3,5,5,5,5,2,2,6,6,3,4=Neutral,3,3,5,6,3,5,1998,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Limited: I have some experience but don't invest often.,Less than once a month,Sarah Brown,Med,FL_45,FL_102
2025-08-20 15:05:13,2025-08-20 15:08:37,IP Address,100,203,True,2025-08-20 15:08:38,R_3IWabk3RGC0YgGd,anonymous,EN,1,67f0440c8c9c5d41005a7beb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,4=Average amount of effort,4=Average amount of time,4=Neutral,3,4=Neutral,5,2,3,4=Neutral,6,5,4=Neutral,4=Neutral,4=Neutral,7=Strongly agree,5,5,4=Neutral,1964,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_116
2025-08-20 15:04:37,2025-08-20 15:09:39,IP Address,100,301,True,2025-08-20 15:09:39,R_7JxMtQQFLQ3cS4N,anonymous,EN,0.8999999761581421,663a7dc83986ee24fb6ec0e6,,,,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,3,3,3,2,5,5,2,2,6,6,5,2,3,3,5,3,5,3,1985,Male / Man,,"Hispanic or Latino,White / Caucasian",,"Management, Business, or Financial","$50,000 to $74,999",Limited: I have some experience but don't invest often.,Less than once a month,Sarah Brown,HR,FL_45,FL_86
2025-08-20 15:05:04,2025-08-20 15:11:02,IP Address,100,357,True,2025-08-20 15:11:03,R_2xURLhFEIh4oZC9,anonymous,EN,1,5dde618798981ddcc8e552e2,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,5,5,6,5,3,4=Neutral,3,3,4=Neutral,7=Strongly agree,3,4=Neutral,5,3,6,1=Strongly Disagree,6,2,1982,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,Med,FL_43,FL_110
2025-08-20 15:05:08,2025-08-20 15:12:14,IP Address,100,426,True,2025-08-20 15:12:14,R_8R4E7hMsCNnqmVd,anonymous,EN,1,67a53563f5b43b35c600122e,,,,,,,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,5,5,3,2,5,6,6,5,2,2,3,2,2,6,6,3,4=Neutral,2,1994,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a month,J.M. Wright,HR,FL_43,FL_94
2025-08-20 15:05:00,2025-08-20 15:12:19,IP Address,100,438,True,2025-08-20 15:12:19,R_7AGSibXKLNBHb3x,anonymous,EN,1,681395aa7f23f1207cc3814c,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,7=Strongly agree,1=Strongly Disagree,1=Strongly Disagree,1=Strongly Disagree,3,2,7=Strongly agree,1=Strongly Disagree,1=Strongly Disagree,1=Strongly Disagree,1=Strongly Disagree,5,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,1974,Female / Woman,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,Sarah Brown,HR,FL_45,FL_82
2025-08-20 15:05:27,2025-08-20 15:12:47,IP Address,100,440,True,2025-08-20 15:12:47,R_8im7uQORamCP4C8,anonymous,EN,0.800000011920929,5ea0c2ecb8640c0c0b56bc46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,6,6,4=Neutral,3,5,5,5,5,3,5,5,5,7=Strongly agree,7=Strongly agree,3,4=Neutral,4=Neutral,5,1960,Male / Man,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,Med,FL_45,FL_114
2025-08-20 15:04:28,2025-08-20 15:14:01,IP Address,100,573,True,2025-08-20 15:14:02,R_3mDuEMvSojkidJD,anonymous,EN,1,5d53bffa147a7d00015aae5a,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4=Average amount of time,5,3,4=Neutral,4=Neutral,2,5,4=Neutral,4=Neutral,5,2,3,4=Neutral,4=Neutral,4=Neutral,5,3,1992,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a month,Christopher Davis,HR,FL_44,FL_15
2025-08-20 15:10:50,2025-08-20 15:14:29,IP Address,100,218,True,2025-08-20 15:14:29,R_5WlduRo7zWNm3K1,anonymous,EN,1,671dde8079f492a4a7b49e7a,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1=Very little time,3,5,4=Neutral,5,3,3,5,4=Neutral,1=Strongly Disagree,7=Strongly agree,3,6,3,6,3,7=Strongly agree,1987,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,Less than once a month,J.M. Wright,HR,FL_43,FL_82
2025-08-20 15:05:03,2025-08-20 15:14:58,IP Address,100,595,True,2025-08-20 15:14:58,R_2PsXcGw9jcnzwjX,anonymous,EN,0.800000011920929,615706829df31b419e9e18fe,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,3,3,6,6,7=Strongly agree,7=Strongly agree,1=Strongly Disagree,1=Strongly Disagree,5,2,6,2,6,3,4=Neutral,2,1972,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,HR,FL_44,FL_74
2025-08-20 15:04:50,2025-08-20 15:15:04,IP Address,100,613,True,2025-08-20 15:15:04,R_3QLVCNlpI1yrHBa,anonymous,EN,1,5befb6e27c387400016983bf,,,,,,,,,,,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,5,1=Strongly Disagree,5,6,2,2,6,6,5,1=Strongly Disagree,5,1=Strongly Disagree,6,2,5,2,1986,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_88
2025-08-20 15:05:04,2025-08-20 15:15:51,IP Address,100,646,True,2025-08-20 15:15:51,R_2moxUBixcStD6Sd,anonymous,EN,0.8999999761581421,6685633b50fdf89801428491,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,5,5,5,4=Neutral,6,5,4=Neutral,4=Neutral,5,5,3,5,5,3,2,3,3,5,1980,Male / Man,,Middle Eastern or North African,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a week,J.M. Wright,Med,FL_43,FL_112
2025-08-20 15:05:29,2025-08-20 15:17:27,IP Address,100,718,True,2025-08-20 15:17:28,R_2X5iaUNz4nVI3Ml,anonymous,EN,1,676ea730813dcfed6dd4dfb1,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,6,6,7=Strongly agree,7=Strongly agree,4=Neutral,7=Strongly agree,7=Strongly agree,2,6,4=Neutral,6,2,7=Strongly agree,7=Strongly agree,4=Neutral,7=Strongly agree,1969,Female / Woman,,Black or African American,,"Management, Business, or Financial","$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_102
2025-08-20 15:05:20,2025-08-20 15:19:05,IP Address,100,824,True,2025-08-20 15:19:05,R_7C1zqLWdLkIa5X3,anonymous,EN,0.8999999761581421,5d61b08dc1cfe8001740f405,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,,,,6,6,5,2,4=Neutral,5,6,6,2,2,6,4=Neutral,5,2,7=Strongly agree,2,6,2,1978,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,J.M. Wright,Med,FL_43,FL_104
2025-08-20 15:17:11,2025-08-20 15:19:21,IP Address,100,129,True,2025-08-20 15:19:21,R_1hyK8Bd1Nf2LDna,anonymous,EN,0.800000011920929,67f3aa0060afdd6ed3b5e2a5,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,4=Neutral,3,3,5,4=Neutral,3,3,6,2,6,3,5,1=Strongly Disagree,5,2,1979,Male / Man,,Hispanic or Latino,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Moderate: I make personal investments from time to time.,Never,Sarah Brown,HR,FL_45,FL_17
2025-08-20 15:19:30,2025-08-20 15:21:49,IP Address,100,139,True,2025-08-20 15:21:50,R_5n74tpk0WLJRpie,anonymous,EN,1,67249fffde09af425fd5eb63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,5,4=Average amount of time,5,5,3,4=Neutral,3,3,5,4=Neutral,2,6,3,6,3,4=Neutral,3,6,1985,Male / Man,,Hispanic or Latino,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_118
2025-08-20 15:05:04,2025-08-20 15:21:58,IP Address,100,1013,True,2025-08-20 15:21:58,R_1JDHkR6jNaenisF,anonymous,EN,1,66e5074b8d1380a5c04d209b,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4=Average amount of time,3,1=Strongly Disagree,2,5,1=Strongly Disagree,4=Neutral,3,4=Neutral,5,4=Neutral,3,5,4=Neutral,2,4=Neutral,2,1980,Male / Man,,White / Caucasian,,Office and Administrative Support,"$150,000 or more",Limited: I have some experience but don't invest often.,A few times a month,Christopher Davis,HR,FL_44,FL_84
2025-08-20 15:11:26,2025-08-20 15:23:31,IP Address,100,724,True,2025-08-20 15:23:32,R_1dbIuypXadYhsVQ,anonymous,EN,1,67dc89dec1a5702157478ab6,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,4=Neutral,5,6,6,5,2,3,6,2,6,3,4=Neutral,3,6,4=Neutral,1965,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,HR,FL_44,FL_80
2025-08-20 15:19:22,2025-08-20 15:25:40,IP Address,100,377,True,2025-08-20 15:25:40,R_3OMFoPpXFAXn5Su,anonymous,EN,1,60ef44f89b4d67be02d8eca9,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,,5,5,4=Neutral,2,2,6,4=Neutral,4=Neutral,4=Neutral,4=Neutral,2,6,4=Neutral,4=Neutral,2,6,2,6,1986,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,J.M. Wright,Med,FL_43,FL_106
2025-08-20 15:24:37,2025-08-20 15:27:30,IP Address,100,173,True,2025-08-20 15:27:30,R_1tgplhIUJZVg68N,anonymous,EN,1,60d11f2e1a4755b309e536d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),5,6,5,6,4=Neutral,5,5,6,6,5,5,4=Neutral,5,5,5,6,6,5,1999,Male / Man,,Asian,,"Service Industry (e.g., hospitality, food service, protective services)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,J.M. Wright,Med,FL_43,FL_23
2025-08-20 15:24:29,2025-08-20 15:28:23,IP Address,100,233,True,2025-08-20 15:28:23,R_7v1eF49UAhIidCp,anonymous,EN,1,66a13638084d63e7b98a78b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,6,6,5,5,3,4=Neutral,5,5,3,3,5,5,5,3,5,3,5,3,1981,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Moderate: I make personal investments from time to time.,Less than once a month,J.M. Wright,Med,FL_43,FL_22
2025-08-20 15:25:03,2025-08-20 15:28:31,IP Address,100,207,True,2025-08-20 15:28:31,R_5qmunIn2Ph3XzJD,anonymous,EN,0.8999999761581421,66d8761a8e54f9f070947add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,3,2,3,4=Neutral,3,4=Neutral,3,3,6,5,7=Strongly agree,2,6,1=Strongly Disagree,6,1=Strongly Disagree,6,2,1993,Female / Woman,,White / Caucasian,,Sales or related,Prefer not to answer,Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,Christopher Davis,Med,FL_44,FL_126
